100050 silly lifecycle fs.realpath@1.0.0~preinstall: no script for preinstall, continuing
103309 silly linkStuff jsesc@1.3.0 has /www/lifecockpit/node_modules as its parent node_modules
103310 verbose linkBins jsesc@1.3.0
103311 verbose link bins [ { jsesc: 'bin/jsesc' },
103311 verbose link bins   '/www/lifecockpit/node_modules/.bin',
103311 verbose link bins   false ]
103312 verbose linkMans jsesc@1.3.0
103313 silly build json-schema@0.2.3
103314 info linkStuff json-schema@0.2.3
103315 silly linkStuff json-schema@0.2.3 has /www/lifecockpit/node_modules as its parent node_modules
103316 verbose linkBins json-schema@0.2.3
103317 verbose linkMans json-schema@0.2.3
103318 silly build json-stringify-safe@5.0.1
103319 info linkStuff json-stringify-safe@5.0.1
103320 silly linkStuff json-stringify-safe@5.0.1 has /www/lifecockpit/node_modules as its parent node_modules
103321 verbose linkBins json-stringify-safe@5.0.1
103322 verbose linkMans json-stringify-safe@5.0.1
103323 silly build json5@0.5.1
103324 info linkStuff json5@0.5.1
103325 silly linkStuff json5@0.5.1 has /www/lifecockpit/node_modules as its parent node_modules
103326 verbose linkBins json5@0.5.1
103327 verbose link bins [ { json5: 'lib/cli.js' },
103327 verbose link bins   '/www/lifecockpit/node_modules/.bin',
103327 verbose link bins   false ]
103328 verbose linkMans json5@0.5.1
103329 silly build jsonify@0.0.0
103330 info linkStuff jsonify@0.0.0
103331 silly linkStuff jsonify@0.0.0 has /www/lifecockpit/node_modules as its parent node_modules
103332 verbose linkBins jsonify@0.0.0
103333 verbose linkMans jsonify@0.0.0
103334 silly build json-stable-stringify@1.0.1
103335 info linkStuff json-stable-stringify@1.0.1
103336 silly linkStuff json-stable-stringify@1.0.1 has /www/lifecockpit/node_modules as its parent node_modules
103337 verbose linkBins json-stable-stringify@1.0.1
103338 verbose linkMans json-stable-stringify@1.0.1
103339 silly build ajv@4.11.5
103340 info linkStuff ajv@4.11.5
103341 silly linkStuff ajv@4.11.5 has /www/lifecockpit/node_modules as its parent node_modules
103342 verbose linkBins ajv@4.11.5
103343 verbose linkMans ajv@4.11.5
103344 silly build har-validator@4.2.1
103345 info linkStuff har-validator@4.2.1
103346 silly linkStuff har-validator@4.2.1 has /www/lifecockpit/node_modules as its parent node_modules
103347 verbose linkBins har-validator@4.2.1
103348 verbose linkMans har-validator@4.2.1
103349 silly build assert-plus@1.0.0
103350 info linkStuff assert-plus@1.0.0
103351 silly linkStuff assert-plus@1.0.0 has /www/lifecockpit/node_modules/jsprim/node_modules as its parent node_modules
103352 verbose linkBins assert-plus@1.0.0
103353 verbose linkMans assert-plus@1.0.0
103354 silly build esprima-fb@15001.1.0-dev-harmony-fb
103355 info linkStuff esprima-fb@15001.1.0-dev-harmony-fb
103356 silly linkStuff esprima-fb@15001.1.0-dev-harmony-fb has /www/lifecockpit/node_modules/jstransform/node_modules as its parent node_modules
103357 verbose linkBins esprima-fb@15001.1.0-dev-harmony-fb
103358 verbose link bins [ { esparse: './bin/esparse.js',
103358 verbose link bins     esvalidate: './bin/esvalidate.js' },
103358 verbose link bins   '/www/lifecockpit/node_modules/jstransform/node_modules/.bin',
103358 verbose link bins   false ]
103359 verbose linkMans esprima-fb@15001.1.0-dev-harmony-fb
103360 silly gentlyRm /www/lifecockpit/node_modules/jstransform/node_modules/.bin/esparse is being purged
103361 verbose gentlyRm don't care about contents; nuking /www/lifecockpit/node_modules/jstransform/node_modules/.bin/esparse
103362 silly gentlyRm /www/lifecockpit/node_modules/jstransform/node_modules/.bin/esvalidate is being purged
103363 verbose gentlyRm don't care about contents; nuking /www/lifecockpit/node_modules/jstransform/node_modules/.bin/esvalidate
103364 silly build object-assign@2.1.1
103365 info linkStuff object-assign@2.1.1
103366 silly linkStuff object-assign@2.1.1 has /www/lifecockpit/node_modules/jstransform/node_modules as its parent node_modules
103367 verbose linkBins object-assign@2.1.1
103368 verbose linkMans object-assign@2.1.1
103369 silly build source-map@0.4.4
103370 info linkStuff source-map@0.4.4
103371 silly linkStuff source-map@0.4.4 has /www/lifecockpit/node_modules/jstransform/node_modules as its parent node_modules
103372 verbose linkBins source-map@0.4.4
103373 verbose linkMans source-map@0.4.4
103374 silly build kind-of@3.1.0
103375 info linkStuff kind-of@3.1.0
103376 silly linkStuff kind-of@3.1.0 has /www/lifecockpit/node_modules as its parent node_modules
103377 verbose linkBins kind-of@3.1.0
103378 verbose linkMans kind-of@3.1.0
103379 silly build is-number@2.1.0
103380 info linkStuff is-number@2.1.0
103381 silly linkStuff is-number@2.1.0 has /www/lifecockpit/node_modules as its parent node_modules
103382 verbose linkBins is-number@2.1.0
103383 verbose linkMans is-number@2.1.0
103384 silly build async@0.2.10
103385 info linkStuff async@0.2.10
103386 silly linkStuff async@0.2.10 has /www/lifecockpit/node_modules/laravel-elixir/node_modules as its parent node_modules
103387 verbose linkBins async@0.2.10
103388 verbose linkMans async@0.2.10
103389 silly build commander@2.8.1
103390 info linkStuff commander@2.8.1
103391 silly linkStuff commander@2.8.1 has /www/lifecockpit/node_modules/laravel-elixir/node_modules as its parent node_modules
103392 verbose linkBins commander@2.8.1
103393 verbose linkMans commander@2.8.1
103394 silly build source-map@0.4.4
103395 info linkStuff source-map@0.4.4
103396 silly linkStuff source-map@0.4.4 has /www/lifecockpit/node_modules/laravel-elixir/node_modules as its parent node_modules
103397 verbose linkBins source-map@0.4.4
103398 verbose linkMans source-map@0.4.4
103399 silly build clean-css@3.4.25
103400 info linkStuff clean-css@3.4.25
103401 silly linkStuff clean-css@3.4.25 has /www/lifecockpit/node_modules/laravel-elixir/node_modules as its parent node_modules
103402 verbose linkBins clean-css@3.4.25
103403 verbose link bins [ { cleancss: './bin/cleancss' },
103403 verbose link bins   '/www/lifecockpit/node_modules/laravel-elixir/node_modules/.bin',
103403 verbose link bins   false ]
103404 verbose linkMans clean-css@3.4.25
103405 silly gentlyRm /www/lifecockpit/node_modules/laravel-elixir/node_modules/.bin/cleancss is being purged
103406 verbose gentlyRm don't care about contents; nuking /www/lifecockpit/node_modules/laravel-elixir/node_modules/.bin/cleancss
103407 silly build source-map@0.5.6
103408 info linkStuff source-map@0.5.6
103409 silly linkStuff source-map@0.5.6 has /www/lifecockpit/node_modules/laravel-elixir/node_modules/uglify-js/node_modules as its parent node_modules
103410 verbose linkBins source-map@0.5.6
103411 verbose linkMans source-map@0.5.6
103412 silly build lazy-cache@1.0.4
103413 info linkStuff lazy-cache@1.0.4
103414 silly linkStuff lazy-cache@1.0.4 has /www/lifecockpit/node_modules as its parent node_modules
103415 verbose linkBins lazy-cache@1.0.4
103416 verbose linkMans lazy-cache@1.0.4
103417 silly build lazy-debug-legacy@0.0.1
103418 info linkStuff lazy-debug-legacy@0.0.1
103419 silly linkStuff lazy-debug-legacy@0.0.1 has /www/lifecockpit/node_modules as its parent node_modules
103420 verbose linkBins lazy-debug-legacy@0.0.1
103421 verbose linkMans lazy-debug-legacy@0.0.1
103422 silly build lcid@1.0.0
103423 info linkStuff lcid@1.0.0
103424 silly linkStuff lcid@1.0.0 has /www/lifecockpit/node_modules as its parent node_modules
103425 verbose linkBins lcid@1.0.0
103426 verbose linkMans lcid@1.0.0
103427 silly build graceful-fs@4.1.11
103428 info linkStuff graceful-fs@4.1.11
103429 silly linkStuff graceful-fs@4.1.11 has /www/lifecockpit/node_modules/less/node_modules as its parent node_modules
103430 verbose linkBins graceful-fs@4.1.11
103431 verbose linkMans graceful-fs@4.1.11
103432 silly build graceful-fs@4.1.11
103433 info linkStuff graceful-fs@4.1.11
103434 silly linkStuff graceful-fs@4.1.11 has /www/lifecockpit/node_modules/load-json-file/node_modules as its parent node_modules
103435 verbose linkBins graceful-fs@4.1.11
103436 verbose linkMans graceful-fs@4.1.11
103437 silly build strip-bom@2.0.0
103438 info linkStuff strip-bom@2.0.0
103439 silly linkStuff strip-bom@2.0.0 has /www/lifecockpit/node_modules/load-json-file/node_modules as its parent node_modules
103440 verbose linkBins strip-bom@2.0.0
103441 verbose linkMans strip-bom@2.0.0
103442 silly build loader-runner@2.3.0
103443 info linkStuff loader-runner@2.3.0
103444 silly linkStuff loader-runner@2.3.0 has /www/lifecockpit/node_modules as its parent node_modules
103445 verbose linkBins loader-runner@2.3.0
103446 verbose linkMans loader-runner@2.3.0
103447 silly build lodash@4.17.4
103448 info linkStuff lodash@4.17.4
103449 silly linkStuff lodash@4.17.4 has /www/lifecockpit/node_modules as its parent node_modules
103450 verbose linkBins lodash@4.17.4
103451 verbose linkMans lodash@4.17.4
103452 silly build lodash._arraycopy@3.0.0
103453 info linkStuff lodash._arraycopy@3.0.0
103454 silly linkStuff lodash._arraycopy@3.0.0 has /www/lifecockpit/node_modules as its parent node_modules
103455 verbose linkBins lodash._arraycopy@3.0.0
103456 verbose linkMans lodash._arraycopy@3.0.0
103457 silly build lodash._arrayeach@3.0.0
103458 info linkStuff lodash._arrayeach@3.0.0
103459 silly linkStuff lodash._arrayeach@3.0.0 has /www/lifecockpit/node_modules as its parent node_modules
103460 verbose linkBins lodash._arrayeach@3.0.0
103461 verbose linkMans lodash._arrayeach@3.0.0
103462 silly build lodash._basecopy@3.0.1
103463 info linkStuff lodash._basecopy@3.0.1
103464 silly linkStuff lodash._basecopy@3.0.1 has /www/lifecockpit/node_modules as its parent node_modules
103465 verbose linkBins lodash._basecopy@3.0.1
103466 verbose linkMans lodash._basecopy@3.0.1
103467 silly build lodash._basefor@3.0.3
103468 info linkStuff lodash._basefor@3.0.3
103469 silly linkStuff lodash._basefor@3.0.3 has /www/lifecockpit/node_modules as its parent node_modules
103470 verbose linkBins lodash._basefor@3.0.3
103471 verbose linkMans lodash._basefor@3.0.3
103472 silly build lodash._basetostring@3.0.1
103473 info linkStuff lodash._basetostring@3.0.1
103474 silly linkStuff lodash._basetostring@3.0.1 has /www/lifecockpit/node_modules as its parent node_modules
103475 verbose linkBins lodash._basetostring@3.0.1
103476 verbose linkMans lodash._basetostring@3.0.1
103477 silly build lodash._basevalues@3.0.0
103478 info linkStuff lodash._basevalues@3.0.0
103479 silly linkStuff lodash._basevalues@3.0.0 has /www/lifecockpit/node_modules as its parent node_modules
103480 verbose linkBins lodash._basevalues@3.0.0
103481 verbose linkMans lodash._basevalues@3.0.0
103482 silly build lodash._bindcallback@3.0.1
103483 info linkStuff lodash._bindcallback@3.0.1
103484 silly linkStuff lodash._bindcallback@3.0.1 has /www/lifecockpit/node_modules as its parent node_modules
103485 verbose linkBins lodash._bindcallback@3.0.1
103486 verbose linkMans lodash._bindcallback@3.0.1
103487 silly build lodash._escapestringchar@2.4.1
103488 info linkStuff lodash._escapestringchar@2.4.1
103489 silly linkStuff lodash._escapestringchar@2.4.1 has /www/lifecockpit/node_modules as its parent node_modules
103490 verbose linkBins lodash._escapestringchar@2.4.1
103491 verbose linkMans lodash._escapestringchar@2.4.1
103492 silly build lodash._getnative@3.9.1
103493 info linkStuff lodash._getnative@3.9.1
103494 silly linkStuff lodash._getnative@3.9.1 has /www/lifecockpit/node_modules as its parent node_modules
103495 verbose linkBins lodash._getnative@3.9.1
103496 verbose linkMans lodash._getnative@3.9.1
103497 silly build lodash._htmlescapes@2.4.1
103498 info linkStuff lodash._htmlescapes@2.4.1
103499 silly linkStuff lodash._htmlescapes@2.4.1 has /www/lifecockpit/node_modules as its parent node_modules
103500 verbose linkBins lodash._htmlescapes@2.4.1
103501 verbose linkMans lodash._htmlescapes@2.4.1
103502 silly build lodash._escapehtmlchar@2.4.1
103503 info linkStuff lodash._escapehtmlchar@2.4.1
103504 silly linkStuff lodash._escapehtmlchar@2.4.1 has /www/lifecockpit/node_modules as its parent node_modules
103505 verbose linkBins lodash._escapehtmlchar@2.4.1
103506 verbose linkMans lodash._escapehtmlchar@2.4.1
103507 silly build lodash._isiterateecall@3.0.9
103508 info linkStuff lodash._isiterateecall@3.0.9
103509 silly linkStuff lodash._isiterateecall@3.0.9 has /www/lifecockpit/node_modules as its parent node_modules
103510 verbose linkBins lodash._isiterateecall@3.0.9
103511 verbose linkMans lodash._isiterateecall@3.0.9
103512 silly build lodash._isnative@2.4.1
103513 info linkStuff lodash._isnative@2.4.1
103514 silly linkStuff lodash._isnative@2.4.1 has /www/lifecockpit/node_modules as its parent node_modules
103515 verbose linkBins lodash._isnative@2.4.1
103516 verbose linkMans lodash._isnative@2.4.1
103517 silly build lodash._objecttypes@2.4.1
103518 info linkStuff lodash._objecttypes@2.4.1
103519 silly linkStuff lodash._objecttypes@2.4.1 has /www/lifecockpit/node_modules as its parent node_modules
103520 verbose linkBins lodash._objecttypes@2.4.1
103521 verbose linkMans lodash._objecttypes@2.4.1
103522 silly build lodash._reescape@3.0.0
103523 info linkStuff lodash._reescape@3.0.0
103524 silly linkStuff lodash._reescape@3.0.0 has /www/lifecockpit/node_modules as its parent node_modules
103525 verbose linkBins lodash._reescape@3.0.0
103526 verbose linkMans lodash._reescape@3.0.0
103527 silly build lodash._reevaluate@3.0.0
103528 info linkStuff lodash._reevaluate@3.0.0
103529 silly linkStuff lodash._reevaluate@3.0.0 has /www/lifecockpit/node_modules as its parent node_modules
103530 verbose linkBins lodash._reevaluate@3.0.0
103531 verbose linkMans lodash._reevaluate@3.0.0
103532 silly build lodash._reinterpolate@3.0.0
103533 info linkStuff lodash._reinterpolate@3.0.0
103534 silly linkStuff lodash._reinterpolate@3.0.0 has /www/lifecockpit/node_modules as its parent node_modules
103535 verbose linkBins lodash._reinterpolate@3.0.0
103536 verbose linkMans lodash._reinterpolate@3.0.0
103537 silly build lodash._root@3.0.1
103538 info linkStuff lodash._root@3.0.1
103539 silly linkStuff lodash._root@3.0.1 has /www/lifecockpit/node_modules as its parent node_modules
103540 verbose linkBins lodash._root@3.0.1
103541 verbose linkMans lodash._root@3.0.1
103542 silly build lodash._shimkeys@2.4.1
103543 info linkStuff lodash._shimkeys@2.4.1
103544 silly linkStuff lodash._shimkeys@2.4.1 has /www/lifecockpit/node_modules as its parent node_modules
103545 verbose linkBins lodash._shimkeys@2.4.1
103546 verbose linkMans lodash._shimkeys@2.4.1
103547 silly build lodash.assignwith@4.2.0
103548 info linkStuff lodash.assignwith@4.2.0
103549 silly linkStuff lodash.assignwith@4.2.0 has /www/lifecockpit/node_modules as its parent node_modules
103550 verbose linkBins lodash.assignwith@4.2.0
103551 verbose linkMans lodash.assignwith@4.2.0
103552 silly build lodash.clone@4.5.0
103553 info linkStuff lodash.clone@4.5.0
103554 silly linkStuff lodash.clone@4.5.0 has /www/lifecockpit/node_modules as its parent node_modules
103555 verbose linkBins lodash.clone@4.5.0
103556 verbose linkMans lodash.clone@4.5.0
103557 silly build lodash.deburr@3.2.0
103558 info linkStuff lodash.deburr@3.2.0
103559 silly linkStuff lodash.deburr@3.2.0 has /www/lifecockpit/node_modules as its parent node_modules
103560 verbose linkBins lodash.deburr@3.2.0
103561 verbose linkMans lodash.deburr@3.2.0
103562 silly build lodash.escape@3.2.0
103563 info linkStuff lodash.escape@3.2.0
103564 silly linkStuff lodash.escape@3.2.0 has /www/lifecockpit/node_modules as its parent node_modules
103565 verbose linkBins lodash.escape@3.2.0
103566 verbose linkMans lodash.escape@3.2.0
103567 silly build lodash.flatten@4.4.0
103568 info linkStuff lodash.flatten@4.4.0
103569 silly linkStuff lodash.flatten@4.4.0 has /www/lifecockpit/node_modules as its parent node_modules
103570 verbose linkBins lodash.flatten@4.4.0
103571 verbose linkMans lodash.flatten@4.4.0
103572 silly build lodash.isarguments@3.1.0
103573 info linkStuff lodash.isarguments@3.1.0
103574 silly linkStuff lodash.isarguments@3.1.0 has /www/lifecockpit/node_modules as its parent node_modules
103575 verbose linkBins lodash.isarguments@3.1.0
103576 verbose linkMans lodash.isarguments@3.1.0
103577 silly build lodash.isarray@3.0.4
103578 info linkStuff lodash.isarray@3.0.4
103579 silly linkStuff lodash.isarray@3.0.4 has /www/lifecockpit/node_modules as its parent node_modules
103580 verbose linkBins lodash.isarray@3.0.4
103581 verbose linkMans lodash.isarray@3.0.4
103582 silly build lodash.isempty@4.4.0
103583 info linkStuff lodash.isempty@4.4.0
103584 silly linkStuff lodash.isempty@4.4.0 has /www/lifecockpit/node_modules as its parent node_modules
